,MolName,SMILES,Lipophilicity
1849,CHEMBL1607641,Cc1nnsc1C(=O)Nc1ccccc1,0.97
1850,CHEMBL485618,CCn1c(-c2ccnc(Nc3ccc(S(=O)(=O)NCCOC)cc3)n2)cnc1C,2.44
1851,CHEMBL214957,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,2.74
1852,CHEMBL17,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,0.92
1853,CHEMBL183406,CN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.4
1854,CHEMBL1730860,Oc1ccc(-c2cnc3ccccc3n2)cc1,3.3
1855,CHEMBL2158817,O=C(O)C(c1ccccc1)N1CCO[C@@H](CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,1.71
1856,CHEMBL179128,Cc1cn(C[C@H]2CN(c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)C(=O)O2)nn1,1.25
1857,CHEMBL1822878,Oc1ccc(Br)c2ccccc12,4.3
1858,CHEMBL2171990,CS(=O)(=O)c1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1,0.67
1859,CHEMBL2207596,COc1cc(O)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CCC(=O)O,-0.27
1860,CHEMBL2070951,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4cnccc4s3)CC2)CC1,1.66
1861,CHEMBL1824035,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0.15
1862,CHEMBL2158775,COc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.77
1863,CHEMBL1289113,O=C(COCc1ccncc1)N1CCN(c2ccc(F)cc2Cl)CC1,2.63
1864,CHEMBL2325989,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccn1,1.3
1865,CHEMBL1916288,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,0.45
1866,CHEMBL2326624,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)[C@@H]2COCCN2)c1,1.61
1867,CHEMBL455427,Cc1ncc(-c2ccnc(Nc3ccc(C(N)=O)c(F)c3)n2)n1C(C)C,2.8
1868,CHEMBL378405,CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,3.32
1869,CHEMBL2070948,CC(C)(C#N)c1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1,1.9
1870,CHEMBL305406,Clc1cccc(Cl)c1/C(=C/n1cncn1)OC1CCCCCC1,4.1
1871,CHEMBL245908,O=C(O)COc1ccc(Cl)cc1C1CCCCC1,0.93
1872,CHEMBL2059868,Cc1ccc(-c2[nH]cnc2C)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,2.87
1873,CHEMBL2207603,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)CCC(=O)O,-0.53
1874,CHEMBL79537,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ccc2ccc(C(=O)NCC3CCCC3)cc21,1.93
1875,CHEMBL2011918,CNc1c(Br)cnc2[nH]c(-c3ccc(OCCN4CCN(C)CC4)cc3)nc12,2.91
1876,CHEMBL1732699,FC(F)(F)c1nnc2ccc(N3CCCCC3)nn12,3.0
1877,CHEMBL2158785,Cc1c(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(C#N)c1Cl,2.19
1878,CHEMBL2069421,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cn1,4.3
1879,CHEMBL606371,Cc1cc(C)c(C(=O)N[C@@H](Cc2ccc(OCCCNc3ccccn3)cc2)C(=O)O)c(C)c1,0.49
1880,CHEMBL108667,Brc1cc(Br)cc(COC[C@H](c2ccccc2)N2CCNCC2)c1,2.8
1881,CHEMBL2036762,Cc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C4CC4)C3)CC2)cc1Cl,3.37
1882,CHEMBL1454839,c1ccc2sc(C3CCCNC3)nc2c1,1.0
1883,CHEMBL464552,CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12,2.61
1884,CHEMBL1766082,Cc1ncccc1Oc1ncnc(OC2C3COCC2CN(C(=O)OC(C)C)C3)c1C,3.1
1885,CHEMBL184721,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,3.2
1886,CHEMBL360227,CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c2c1cc(C(N)=O)cc2C(F)(F)F,2.4
1887,CHEMBL1762534,COc1cccc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)n1,3.37
1888,CHEMBL2361579,Cc1cc2cc(C)c3nnc(SCC(=O)N4CCN(C(=O)c5ccco5)CC4)n3c2cc1C,2.8
1889,CHEMBL1789148,CCC(CCNC)Oc1cc(Cl)ccc1C#N,0.38
1890,CHEMBL2048873,N[C@@H]1CCCN(c2c(/C=C3\SC(=O)NC3=O)cccc2-c2ccncc2)C1,1.56
1891,CHEMBL2171277,Cc1ccc(NC(=O)[C@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1,3.9
1892,CHEMBL1458496,O=C(c1cccc(Cl)c1Cl)N1CCN(c2ccccn2)CC1,2.98
1893,CHEMBL454,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,1.48
1894,CHEMBL1669159,CC(C)Oc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,3.0
1895,CHEMBL1448393,CCOC(=O)c1ccccc1-c1csc(NS(=O)(=O)c2ccc(Cl)cc2)n1,2.43
1896,CHEMBL1451129,Cc1cc(=O)oc2cc3c(cc12)CCCN3,2.7
1897,CHEMBL16293,c1ccc2ccccc2c1,3.29
1898,CHEMBL1223815,Cc1ccc(CN2[C@H]3CC[C@@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)s1,2.39
1899,CHEMBL2036753,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(Cc3ccccc3)C2)CC1,4.26
1900,CHEMBL2152076,Nc1nc(Nc2ccc3nc(-c4ccc(F)cc4)cc(N)c3c2)cc(-c2cccc(Cl)c2)n1,2.5
1901,CHEMBL1418939,COc1cnc(-c2ccccn2)nc1Oc1ccc(F)cc1F,3.1
1902,CHEMBL479445,COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1NCCN(C)C,1.91
1903,CHEMBL1212983,Cc1cc(C)c2c(N)c(C(=O)NCc3ccccc3)sc2n1,3.41
1904,CHEMBL168073,CCN(CC)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)cc1,2.63
1905,CHEMBL2141746,CCCNC(=O)CSc1ccc(S(=O)(=O)N2CCCC2)cn1,1.55
1906,CHEMBL1223816,NC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2CCCCC2)c1,1.55
1907,CHEMBL1916277,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)c(C)nn2-c2ccccc2)cc1,1.94
1908,CHEMBL204825,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCOCC1,1.0
1909,CHEMBL1628691,Clc1cccc(-n2nnnc2NCc2ccccc2Oc2ccccn2)c1Cl,3.62
1910,CHEMBL469007,Cn1c(=O)c2c(-c3oc(S(C)(=O)=O)cc3Cl)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.97
1911,CHEMBL2325503,CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,2.66
1912,CHEMBL2171038,Cc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,1.71
1913,CHEMBL167151,CCCc1c(OCCCCSCC(=O)O)ccc(C(C)=O)c1O,1.3
1914,CHEMBL408194,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C,2.55
1915,CHEMBL2346967,N#Cc1ccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,2.9
1916,CHEMBL1870384,COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC,3.38
1917,CHEMBL2086690,CC(C)c1nc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)no1,3.3
1918,CHEMBL1922094,Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,1.9
1919,CHEMBL2164668,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3oc4ccccc4c3C2)CC1,3.01
1920,CHEMBL2104196,NS(=O)(=O)c1ccc(NCc2ccccc2)cc1,1.7
1921,CHEMBL142703,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,-0.48
1922,CHEMBL1834184,CCC(=O)N[C@H]1CC[C@@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1,3.4
1923,CHEMBL473417,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,2.84
1924,CHEMBL193610,Cc1ccc(-c2c[nH]nn2)cc1,2.58
1925,CHEMBL1468936,CCOC(=O)c1c(-c2ccccc2)nc2cc(C)ccn12,3.8
1926,CHEMBL203059,O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1,3.7
1927,CHEMBL381724,COc1cc2c(Nc3cnc(NC(=O)c4ccccc4)nc3)ncnc2cc1OCCCN1CCOCC1,2.7
1928,CHEMBL1209737,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(C(F)(F)F)cc1,4.29
1929,CHEMBL273235,Fc1ccc(-n2cc(C3CCNCC3)c3cc(Cl)ccc32)cc1,2.4
1930,CHEMBL1456596,c1ccc(CN(Cc2ccccc2)c2nn[nH]n2)cc1,1.37
1931,CHEMBL267936,CNC1(C)C2CCC(C2)C1(C)C,-0.84
1932,CHEMBL508739,Cc1cc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)ccc1C(=O)N(C)C,2.86
1933,CHEMBL2165057,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](OC)C3)c2c1,0.51
1934,CHEMBL2088120,CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3cncn3C)n(Cc3cccc4ccccc34)nc21,4.1
1935,CHEMBL2158783,Cc1c(Cl)ccc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)c1Cl,3.15
1936,CHEMBL1223952,NC(=O)c1cccc(C[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.19
1937,CHEMBL1777822,Cc1ccc(C#N)cc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,0.15
1938,CHEMBL1278,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,0.48
1939,CHEMBL2035020,NC1(c2ccc(-c3nn4ccccc4c3-c3ccccc3)cc2)CCC1,3.2
1940,CHEMBL460087,CN[C@H]1CCN(C(=O)c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)C1,1.22
1941,CHEMBL1875368,O=C(Cc1cccc2ccccc12)Nc1ccccc1,3.9
1942,CHEMBL1498995,CNc1ncc(C(=O)c2ccccc2)s1,2.36
1943,CHEMBL119489,CN(C)c1cccc2c(S(N)(=O)=O)cccc12,1.95
1944,CHEMBL1258166,NC(=O)c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3CC2CC2)c1,0.07
1945,CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,2.19
1946,CHEMBL1389370,CCN(CC)CCNc1ncnc2c1sc1nc(N3CCOCC3)c3c(c12)CCCC3,3.3
1947,CHEMBL1783734,CS(=O)(=O)c1ccc([C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,1.39
1948,CHEMBL2164747,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](O)C3)c2c1,0.37
1949,CHEMBL421604,CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1,1.34
1950,CHEMBL1818341,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,1.9
1951,CHEMBL1539253,Cc1ccnc(NCc2c(O)ccc3ccccc23)c1,4.24
1952,CHEMBL451286,C[C@@](N)(Cc1ccccc1)c1ccccc1,1.7
1953,CHEMBL2331753,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cccc(C(F)(F)F)c4)c3)C2)c(=O)[nH]c1=O,2.27
1954,CHEMBL2030446,C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc3[nH]ccc3c2)n1,2.38
1955,CHEMBL2086654,CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,3.2
1956,CHEMBL2147569,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CC[C@@]2(O)CCc1ccc(F)cc1C(N)=O,3.8
1957,CHEMBL300846,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1c[nH]c2ccc(NC(=O)CC3CCCC3)cc12,2.0
1958,CHEMBL2325984,NC1(C(=O)NC(c2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,4.1
1959,CHEMBL288524,NC12CCC(c3ccccc3)(CC1)CC2,0.29
1960,CHEMBL2347762,O=C1C2=Nc3ccccc3CN2c2ccccc21,2.71
1961,CHEMBL2172782,CC(C)Cc1ccc(C(C)C(=O)NS(C)(=O)=O)cc1,0.78
1962,CHEMBL523829,CN1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,0.92
1963,CHEMBL182682,COc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1OC,3.4
1964,CHEMBL1479463,COc1cc(O)cc2occ(-c3ccc(O)cc3)c(=O)c12,2.0
1965,CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.69
1966,CHEMBL2062577,CC(=O)N(C)c1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,2.9
1967,CHEMBL2164744,COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2c1,0.77
1968,CHEMBL1289114,O=C(COCc1ccncc1)N1CCN(c2ccc(Cl)cc2F)CC1,2.55
1969,CHEMBL2171040,COc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,0.89
1970,CHEMBL406,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1.83
1971,CHEMBL420055,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1cnc2ccc(NC(=O)CC3CCCC3)cc21,0.9
1972,CHEMBL2216859,CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,3.49
1973,CHEMBL175296,Nc1nc(-c2ccccc2)cs1,2.43
1974,CHEMBL315970,CC(C)Cn1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,4.41
1975,CHEMBL213495,Cc1ccc2c(c1)c(-c1ccnc3c(C#N)cccc13)c(C)n2CC(=O)O,0.52
1976,CHEMBL902,N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,-0.6
1977,CHEMBL1669154,O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1OCC1CC1,3.3
1978,CHEMBL2312487,CCOC(=O)c1coc2ccccc2c1=O,1.81
1979,CHEMBL1180267,CC(c1ccccn1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,0.51
1980,CHEMBL1762543,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(OC3CCOCC3)cc(N3CCOCC3)c2)n1,3.7
1981,CHEMBL524645,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,3.33
1982,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,0.06
1983,CHEMBL2010852,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)[C@@H]1CCN(Cc2nc3ccccc3s2)C[C@@H]1F,2.1
1984,CHEMBL321467,O=S(=O)(CCCNCCc1ccc(O)c2nc(O)sc12)NCCOCCc1cccc(C(F)(F)F)c1,2.62
1985,CHEMBL2059197,CCCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)O)c3)cnc2[nH]1,-0.79
1986,CHEMBL1669157,O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1O,2.4
1987,CHEMBL602365,Cc1nc(NC(=N)N)nc2ccccc12,-0.49
1988,CHEMBL1682814,CC(=O)N1CCOc2nc(OCc3ccccc3)ccc21,2.4
1989,CHEMBL2326686,Fc1ccc(C2CC=CCNC2)cc1Cl,1.33
1990,CHEMBL1824373,N#Cc1cccc(COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc2cccc(O)c2)c1,2.41
1991,CHEMBL1916545,COc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,1.16
1992,CHEMBL87,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,1.12
1993,CHEMBL513412,COc1ccc(N(C(=O)c2occc2C)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,2.04
1994,CHEMBL393348,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(C2CCNCC2)ccc1Cl,1.58
1995,CHEMBL521262,COc1cc2c(Nc3cccc(Cl)c3Cl)c(C(N)=O)cnc2cc1NCCN(C)C,3.41
1996,CHEMBL2028019,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,3.6
1997,CHEMBL380005,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccc(F)cc2)c2ccc(S(C)(=O)=O)cc2)CC1,1.88
1998,CHEMBL569,CCN(CC)CCOC(=O)c1ccc(N)cc1,0.0
1999,CHEMBL2139925,CCc1nc2ccc(C(=O)NCc3ccc4c(c3)OCO4)cn2c1N(C)Cc1cccs1,4.1
2000,CHEMBL1951011,Cc1c(Oc2ccc(S(C)(=O)=O)cc2F)ncnc1OC1CCN(C(=O)OC(C)C)CC1,3.7
2001,CHEMBL2346969,Fc1cccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)c1F,3.6
2002,CHEMBL813,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,-0.9
2003,CHEMBL264961,CNC(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1,1.99
2004,CHEMBL2104888,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1C[C@H](O)[C@H](O)C1)c1cc2cc(Cl)ccc2[nH]1,2.8
2005,CHEMBL1224065,NC(=O)c1cccc(N[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.01
2006,CHEMBL1762157,CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccnc(N2CCOCC2)c1,3.73
2007,CHEMBL2179296,Cc1cn([C@H]2CCCN(Cc3cccc(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,3.68
2008,CHEMBL13863,CC(C)C(NC(=O)Cn1c(-c2ccccc2)cc2c(O)nc(O)nc2c1=O)C(=O)C(F)(F)F,1.88
2009,CHEMBL2023704,COc1ccc(-c2ccnc(N)n2)cc1,2.08
2010,CHEMBL1783275,COc1ccc(OC)c(-c2c(F)ccc3c(N)c(C(=O)NC(C)C)nnc23)c1,3.77
2011,CHEMBL2323303,O=S(=O)(Nc1ncc(Cl)s1)c1cc(F)c(Oc2ccc(F)cc2-c2cn[nH]c2)cc1F,2.7
2012,CHEMBL11009,Cc1cc(C)cc(-c2[nH]c3ccccc3c2CCNCCCCc2ccncc2)c1,3.3
2013,CHEMBL1201391,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,1.55
2014,CHEMBL189963,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0.8
2015,CHEMBL1904754,Cc1nc2ncnn2c(O)c1CCOC(=O)c1ccccc1F,0.99
2016,CHEMBL284275,COc1ccc(Cc2c(N)n[nH]c2N)cc1,0.2
2017,CHEMBL452273,COCCNCc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,0.87
2018,CHEMBL1957361,CCOc1ccccc1-c1ccc(-c2nc3ccncc3c(O)c2C#N)cc1,3.0
2019,CHEMBL2179276,Cc1cn([C@H]2CCCN([C@@H](CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,0.93
2020,CHEMBL565755,CCOc1ccc2nc(N)sc2c1,2.4
2021,CHEMBL1502567,O=c1c2ccccc2nc2ccccn12,2.1
2022,CHEMBL2336329,CNCc1cccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)c1,1.26
2023,CHEMBL457016,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1,2.8
2024,CHEMBL515311,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)[C@H](C)O)CC4)cc3)n2)n1C(C)C,2.15
2025,CHEMBL396724,O=C(N[C@H]1Cc2ccccc2N(C[C@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,3.27
2026,CHEMBL1947157,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,3.15
2027,CHEMBL2036736,O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,1.92
2028,CHEMBL1809202,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3c(CO)cccn23)n1,3.1
2029,CHEMBL2335897,C[C@@H](NC(=O)[C@H]1CCCCN1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,2.15
2030,CHEMBL115,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,2.9
2031,CHEMBL186995,O=C(NCc1ccccc1Cl)c1cccnc1Oc1ccccc1,3.68
2032,CHEMBL1607077,O=C(NCc1ccncc1)c1ccc(Oc2ccccc2)cc1,3.26
2033,CHEMBL1234354,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,2.2
2034,CHEMBL87266,Cc1cc(N)c2cc(NC(=O)CC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,1.35
2035,CHEMBL111350,O=S(=O)(CCCNCCc1ccc(O)c2nc(O)sc12)NCCSCCc1ccccc1,1.77
2036,CHEMBL1809191,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc5ccccn45)n3)cc2)CC1,2.82
2037,CHEMBL507177,NC(=O)Nc1sc(-c2ccccc2)cc1C(=O)N1CCOCC1,2.24
2038,CHEMBL2098183,COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,3.2
2039,CHEMBL2030006,O=c1cc(-c2ccc(O)cc2)[nH]c2ccccc12,2.34
2040,CHEMBL2011928,COc1ccc(-c2nc3c(NCCCNC(C)=O)c(Br)cnc3[nH]2)cc1,3.28
2041,CHEMBL51314,CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,2.83
2042,CHEMBL1778865,COc1cc(F)ccc1-c1cncc(CNCC2CC2)n1,1.8
2043,CHEMBL201800,Nc1nc2nc(SCc3ccccc3)nc(N)c2s1,3.1
2044,CHEMBL1779016,COc1cc(F)ccc1-c1cncc(CNC(=O)C2CCC2)c1,3.2
2045,CHEMBL2346972,Fc1ccc(CN2CCN(C3=Nn4c(nnc4C(F)(F)F)CC3)CC2)cc1,2.8
2046,CHEMBL2062581,CC(=O)Nc1ccc2[nH]cc(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,2.65
2047,CHEMBL499864,Cn1cnc(-c2ccccc2)c1C#Cc1ccnc(N)n1,2.94
2048,CHEMBL234952,O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)ccc2[nH]1,3.4
2049,CHEMBL2086667,CC(C)(C)OC(=O)N1C[C@@H]2CC[C@H]1CN2c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,3.4
2050,CHEMBL263655,Cn1sc(NCc2ccccc2)nc1=O,1.2
2051,CHEMBL1223872,CN(C)C(=O)N[C@H]1CC[C@@H](CCN2[C@H]3CC[C@@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)CC1,0.22
2052,CHEMBL1900501,O=C(Cc1ccccc1)c1ccc(O)cc1O,3.09
2053,CHEMBL115125,Cc1cc(NC(=O)c2ccccc2)n[nH]1,1.75
2054,CHEMBL2158841,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.98
2055,CHEMBL149979,Nc1nc(-c2ccccc2)nc2c1nc(O)n2Cc1ccccc1,4.16
2056,CHEMBL2023474,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(F)ccc34)cc2OC)cn1,3.93
2057,CHEMBL1604571,CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,-0.2
2058,CHEMBL1078178,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,2.37
2059,CHEMBL2059195,O=C(O)/C=C/c1cccc(-c2cnc3[nH]ccc3c2)c1,0.58
2060,CHEMBL2031559,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(C(F)(F)F)cc2[nH]cnc12,1.1
2061,CHEMBL469727,COCc1ccoc1C(=O)N(c1ccc(OC)cc1OC)C(C(=O)NC[C@@H](C)O)c1ccccc1F,1.98
